N; T_collection; T_bubbleUntilDone; T_mergeViaAux; T_batchers
100,00;0,31;3,67;0,55;1,75;;
200,00;0,53;11,78;0,78;5,04;;
400,00;1,22;56,54;1,70;9,50;;
800,00;2,65;221,19;3,86;24,44;;
1600,00;7,46;994,14;10,05;51,80;;
3200,00;13,24;3412,56;18,53;139,76;;
6400,00;27,86;13899,75;53,58;357,43;;
